MessageSequentialID;StorageDate;FromIdentity;ToIdentity;Message;MessageOriginator
344659;2018-02-12 12:44:37.93 -02:00;1689518797776967@messenger.gw.msging.net;carnabelo@msging.net;MenuAgenda;User
344662;2018-02-12 12:44:51.93 -02:00;1689518797776967@messenger.gw.msging.net;carnabelo@msging.net;12/02/2018;User
344665;2018-02-12 12:44:53.37 -02:00;carnabelo@msging.net;1689518797776967@messenger.gw.msging.net;A cidade toda vai bombar!;Bot
344667;2018-02-12 12:44:54.36 -02:00;carnabelo@msging.net;1689518797776967@messenger.gw.msging.net;" Dê uma olhada em alguns bairros que vão ter blocos.👇 
";Bot
344671;2018-02-12 12:45:09.72 -02:00;carnabelo@msging.net;1689518797776967@messenger.gw.msging.net; Não tenho dúvidas que vai dar para curtir muito no Barreiro ;Bot
344673;2018-02-12 12:45:10.74 -02:00;carnabelo@msging.net;1689518797776967@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
344681;2018-02-12 12:45:21.25 -02:00;carnabelo@msging.net;930345150423784@messenger.gw.msging.net;O  Baianas Ozadas, já está na rua!!!;Bot
344683;2018-02-12 12:45:22.26 -02:00;carnabelo@msging.net;930345150423784@messenger.gw.msging.net;Vem pra folia boa!!! 🎉;Bot
344687;2018-02-12 12:45:40.72 -02:00;930345150423784@messenger.gw.msging.net;carnabelo@msging.net;Menu;User
344694;2018-02-12 12:45:53.66 -02:00;carnabelo@msging.net;1689518797776967@messenger.gw.msging.net;A concentração do Não Acredito Que Te Beijei vai ser na 👉 Avenida Sinfrônio Brochado, 245  👈;Bot
344699;2018-02-12 12:46:07.08 -02:00;1664789573603200@messenger.gw.msging.net;carnabelo@msging.net;Sair;User
344702;2018-02-12 12:46:10.14 -02:00;1664789573603200@messenger.gw.msging.net;carnabelo@msging.net;Stop;User
344705;2018-02-12 12:46:13.43 -02:00;carnabelo@msging.net;1664789573603200@messenger.gw.msging.net;Dá uma olhada no que encontrei para você 👀;Bot
344706;2018-02-12 12:46:14.08 -02:00;1664789573603200@messenger.gw.msging.net;carnabelo@msging.net;Parsr;User
344710;2018-02-12 12:46:17.61 -02:00;carnabelo@msging.net;1664789573603200@messenger.gw.msging.net;Dá uma olhada no que encontrei para você 👀;Bot
344711;2018-02-12 12:46:17.64 -02:00;1664789573603200@messenger.gw.msging.net;carnabelo@msging.net;Parar;User
344714;2018-02-12 12:46:21.51 -02:00;carnabelo@msging.net;1664789573603200@messenger.gw.msging.net;Dá uma olhada no que encontrei para você por lá.  👀;Bot
344717;2018-02-12 12:46:22.67 -02:00;1846636262044570@messenger.gw.msging.net;carnabelo@msging.net;MenuHoje;User
344719;2018-02-12 12:46:24.61 -02:00;carnabelo@msging.net;1846636262044570@messenger.gw.msging.net;  Tem carnaval hoje? Claro que tem. 😍 ;Bot
344774;2018-02-12 12:47:25.16 -02:00;1846464765428736@messenger.gw.msging.net;carnabelo@msging.net;Carnafunk;User
344779;2018-02-12 12:47:43.75 -02:00;1846464765428736@messenger.gw.msging.net;carnabelo@msging.net;MenuAgenda;User
344784;2018-02-12 12:47:51.40 -02:00;1846464765428736@messenger.gw.msging.net;carnabelo@msging.net;12/02/2018;User
344786;2018-02-12 12:47:52.93 -02:00;carnabelo@msging.net;1846464765428736@messenger.gw.msging.net;A cidade toda vai bombar!;Bot
344788;2018-02-12 12:47:53.94 -02:00;carnabelo@msging.net;1846464765428736@messenger.gw.msging.net;" Dê uma olhada em alguns bairros que vão ter blocos.👇 
";Bot
344794;2018-02-12 12:48:14.95 -02:00;carnabelo@msging.net;1538384409579297@messenger.gw.msging.net;  Tem carnaval hoje? Claro que tem. 😍 ;Bot
344799;2018-02-12 12:48:22.72 -02:00;carnabelo@msging.net;1846464765428736@messenger.gw.msging.net; Não tenho dúvidas que vai dar para curtir muito no Centro ;Bot
344802;2018-02-12 12:48:23.73 -02:00;carnabelo@msging.net;1846464765428736@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
344804;2018-02-12 12:48:35.71 -02:00;1538384409579297@messenger.gw.msging.net;carnabelo@msging.net;Anchietano;User
344807;2018-02-12 12:48:38.22 -02:00;carnabelo@msging.net;1538384409579297@messenger.gw.msging.net;Dá uma olhada no que encontrei para você por lá.  👀;Bot
344812;2018-02-12 12:48:39.52 -02:00;carnabelo@msging.net;1846464765428736@messenger.gw.msging.net;Parece que vai rolar muita coisa boa no Funcionários ;Bot
344813;2018-02-12 12:48:40.52 -02:00;carnabelo@msging.net;1846464765428736@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
344816;2018-02-12 12:49:00.11 -02:00;1538384409579297@messenger.gw.msging.net;carnabelo@msging.net;Oi sumida;User
344818;2018-02-12 12:49:02.71 -02:00;carnabelo@msging.net;1538384409579297@messenger.gw.msging.net;Boa tarde! 😃;Bot
344820;2018-02-12 12:49:03.82 -02:00;carnabelo@msging.net;1538384409579297@messenger.gw.msging.net;Já estou em clima de carnaval   🎉😎;Bot
344822;2018-02-12 12:49:05.01 -02:00;carnabelo@msging.net;1538384409579297@messenger.gw.msging.net; Olha o que separei para vc aproveitar o máximo em BH. #CaiNaFoliaBH;Bot
344825;2018-02-12 12:49:06.48 -02:00;2048871548473202@messenger.gw.msging.net;carnabelo@msging.net;ads-bot-carnaval-anuncio2;User
344827;2018-02-12 12:49:08.86 -02:00;1538384409579297@messenger.gw.msging.net;carnabelo@msging.net;MenuHoje;User
344829;2018-02-12 12:49:10.32 -02:00;carnabelo@msging.net;2048871548473202@messenger.gw.msging.net;Se você não sabe onde ir, posso te ajudar com isso.;Bot
344831;2018-02-12 12:49:10.42 -02:00;1538384409579297@messenger.gw.msging.net;carnabelo@msging.net;MenuHoje;User
344832;2018-02-12 12:49:10.56 -02:00;carnabelo@msging.net;1538384409579297@messenger.gw.msging.net; Dê uma olhada nos blocos que vão sair ainda hoje. ;Bot
344837;2018-02-12 12:49:13.75 -02:00;carnabelo@msging.net;1538384409579297@messenger.gw.msging.net;  Tem carnaval hoje? Claro que tem. 😍 ;Bot
344840;2018-02-12 12:49:23.57 -02:00;2048871548473202@messenger.gw.msging.net;carnabelo@msging.net;tudo;User
344842;2018-02-12 12:49:25.01 -02:00;carnabelo@msging.net;2048871548473202@messenger.gw.msging.net;🎵 Que tiro foi esse que tá um arraso?!  😎;Bot
344844;2018-02-12 12:49:26.01 -02:00;carnabelo@msging.net;2048871548473202@messenger.gw.msging.net;Dançar, Beber e Beijar! Folia boa, folia gostosa, folia marota... Isso é carnaval!! 🎭;Bot
344846;2018-02-12 12:49:30.16 -02:00;carnabelo@msging.net;2048871548473202@messenger.gw.msging.net;"Tenho essas opções para te ajudar a encontrar um bloquinho de carnaval⬇
";Bot
344851;2018-02-12 12:49:35.88 -02:00;2048871548473202@messenger.gw.msging.net;carnabelo@msging.net;MenuHoje;User
344853;2018-02-12 12:49:37.57 -02:00;carnabelo@msging.net;2048871548473202@messenger.gw.msging.net;  Tem carnaval hoje? Claro que tem. 😍 ;Bot
344863;2018-02-12 12:50:18.95 -02:00;carnabelo@msging.net;2048871548473202@messenger.gw.msging.net;"O bloco o Trio Sem Frescuras da @bsurda, começa em 69 minutos!!!

";Bot
344865;2018-02-12 12:50:19.98 -02:00;carnabelo@msging.net;2048871548473202@messenger.gw.msging.net; Vem pra folia boa!!! 🎉;Bot
344867;2018-02-12 12:50:20.64 -02:00;1844359595606436@messenger.gw.msging.net;carnabelo@msging.net;Outros blocos;User
344872;2018-02-12 12:50:27.27 -02:00;1844359595606436@messenger.gw.msging.net;carnabelo@msging.net;13/02/2018;User
344874;2018-02-12 12:50:28.77 -02:00;carnabelo@msging.net;1844359595606436@messenger.gw.msging.net;A cidade toda vai bombar!;Bot
344876;2018-02-12 12:50:29.79 -02:00;carnabelo@msging.net;1844359595606436@messenger.gw.msging.net;" Dê uma olhada em alguns bairros que vão ter blocos.👇 
";Bot
344879;2018-02-12 12:50:43.90 -02:00;2048871548473202@messenger.gw.msging.net;carnabelo@msging.net;MenuMeusBlocos;User
344884;2018-02-12 12:50:47.43 -02:00;carnabelo@msging.net;1844359595606436@messenger.gw.msging.net; Tem muita gente falando que vai passar no Floresta neste carnaval ;Bot
344888;2018-02-12 12:50:48.44 -02:00;carnabelo@msging.net;1844359595606436@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
344893;2018-02-12 12:50:50.85 -02:00;carnabelo@msging.net;1976029065770678@messenger.gw.msging.net;Isso ai!!! 😀 Não perca tempo, pq os blocos já estão saindo.  Corre que dá tempo!! 🎭  ;Bot
344895;2018-02-12 12:50:51.21 -02:00;carnabelo@msging.net;2048871548473202@messenger.gw.msging.net;A concentração do Trio Sem Frescuras da @bsurda vai ser na 👉 Avenida dos Andradas (em frente ao Parque Municipal),   👈;Bot
344903;2018-02-12 12:50:58.23 -02:00;carnabelo@msging.net;1935276359848241@messenger.gw.msging.net; Dê uma olhada nos blocos que vão sair ainda hoje. ;Bot
344936;2018-02-12 12:51:28.47 -02:00;1976029065770678@messenger.gw.msging.net;carnabelo@msging.net;📅 Agenda;User
344961;2018-02-12 12:51:51.62 -02:00;1695378617194941@messenger.gw.msging.net;carnabelo@msging.net;ads-bot-carnaval-anuncio2;User
344967;2018-02-12 12:51:55.28 -02:00;carnabelo@msging.net;1935276359848241@messenger.gw.msging.net;"O bloco o Bloco da Proibida, começa em 8 minutos!!!

";Bot
344969;2018-02-12 12:51:55.63 -02:00;carnabelo@msging.net;1695378617194941@messenger.gw.msging.net;Se você não sabe onde ir, posso te ajudar com isso.;Bot
344971;2018-02-12 12:51:56.26 -02:00;carnabelo@msging.net;1935276359848241@messenger.gw.msging.net; Vem pra folia boa!!! 🎉;Bot
344975;2018-02-12 12:52:10.30 -02:00;1695378617194941@messenger.gw.msging.net;carnabelo@msging.net;tudo;User
344977;2018-02-12 12:52:11.81 -02:00;carnabelo@msging.net;1695378617194941@messenger.gw.msging.net;🎵 Que tiro foi esse que tá um arraso?!  😎;Bot
344979;2018-02-12 12:52:12.83 -02:00;carnabelo@msging.net;1695378617194941@messenger.gw.msging.net;Dançar, Beber e Beijar! Folia boa, folia gostosa, folia marota... Isso é carnaval!! 🎭;Bot
344981;2018-02-12 12:52:16.95 -02:00;carnabelo@msging.net;1695378617194941@messenger.gw.msging.net;"Tenho essas opções para te ajudar a encontrar um bloquinho de carnaval⬇
";Bot
344984;2018-02-12 12:52:38.94 -02:00;1695378617194941@messenger.gw.msging.net;carnabelo@msging.net;MenuHoje;User
344986;2018-02-12 12:52:41.19 -02:00;carnabelo@msging.net;1695378617194941@messenger.gw.msging.net;  Tem carnaval hoje? Claro que tem. 😍 ;Bot
344993;2018-02-12 12:53:02.23 -02:00;1801468236593974@messenger.gw.msging.net;carnabelo@msging.net;MenuHoje;User
344996;2018-02-12 12:53:03.87 -02:00;carnabelo@msging.net;1801468236593974@messenger.gw.msging.net;Isso ai!!! 😀 Não perca tempo, pq os blocos já estão saindo.  Corre que dá tempo!! 🎭  ;Bot
344998;2018-02-12 12:53:04.69 -02:00;carnabelo@msging.net;1703963976355015@messenger.gw.msging.net; Dê uma olhada nos blocos que vão sair ainda hoje. ;Bot
345002;2018-02-12 12:53:18.39 -02:00;1785045364859061@messenger.gw.msging.net;carnabelo@msging.net;ads-bot-carnaval-anuncio2;User
345004;2018-02-12 12:53:22.35 -02:00;carnabelo@msging.net;1785045364859061@messenger.gw.msging.net;Se você não sabe onde ir, posso te ajudar com isso.;Bot
345006;2018-02-12 12:53:24.67 -02:00;1411988248912972@messenger.gw.msging.net;carnabelo@msging.net;ads-bot-carnaval-anuncio2;User
345009;2018-02-12 12:53:28.68 -02:00;carnabelo@msging.net;1411988248912972@messenger.gw.msging.net;Se você não sabe onde ir, posso te ajudar com isso.;Bot
345011;2018-02-12 12:53:29.89 -02:00;1785045364859061@messenger.gw.msging.net;carnabelo@msging.net;beijar;User
345013;2018-02-12 12:53:31.19 -02:00;carnabelo@msging.net;1785045364859061@messenger.gw.msging.net;" 🎵 Cheguei pra te amar... ❤️ ❤️ ❤️


";Bot
345016;2018-02-12 12:53:32.18 -02:00;carnabelo@msging.net;1785045364859061@messenger.gw.msging.net;"Beijar é bom demais! 💋
 Caso as coisas esquentem, não se esqueça de se proteger.";Bot
345018;2018-02-12 12:53:36.27 -02:00;carnabelo@msging.net;1785045364859061@messenger.gw.msging.net;"Tenho essas opções para te ajudar a encontrar um bloquinho de carnaval⬇
";Bot
345021;2018-02-12 12:53:39.29 -02:00;1411988248912972@messenger.gw.msging.net;carnabelo@msging.net;beijar;User
345024;2018-02-12 12:53:40.59 -02:00;carnabelo@msging.net;1411988248912972@messenger.gw.msging.net;" 🎵 Cheguei pra te amar... ❤️ ❤️ ❤️


";Bot
345026;2018-02-12 12:53:41.59 -02:00;carnabelo@msging.net;1411988248912972@messenger.gw.msging.net;"Beijar é bom demais! 💋
 Caso as coisas esquentem, não se esqueça de se proteger.";Bot
345029;2018-02-12 12:53:42.55 -02:00;1785045364859061@messenger.gw.msging.net;carnabelo@msging.net;MenuHoje;User
345030;2018-02-12 12:53:42.92 -02:00;carnabelo@msging.net;1801468236593974@messenger.gw.msging.net;"O bloco o Corte Devassa, começa em 66 minutos!!!

";Bot
345033;2018-02-12 12:53:43.91 -02:00;carnabelo@msging.net;1801468236593974@messenger.gw.msging.net; Vem pra folia boa!!! 🎉;Bot
345035;2018-02-12 12:53:44.55 -02:00;carnabelo@msging.net;1785045364859061@messenger.gw.msging.net; Dê uma olhada nos blocos que vão sair ainda hoje. ;Bot
345038;2018-02-12 12:53:45.68 -02:00;carnabelo@msging.net;1411988248912972@messenger.gw.msging.net;"Tenho essas opções para te ajudar a encontrar um bloquinho de carnaval⬇
";Bot
345044;2018-02-12 12:53:58.65 -02:00;1411988248912972@messenger.gw.msging.net;carnabelo@msging.net;MenuHoje;User
345046;2018-02-12 12:54:00.66 -02:00;carnabelo@msging.net;1411988248912972@messenger.gw.msging.net;  Tem carnaval hoje? Claro que tem. 😍 ;Bot
345048;2018-02-12 12:54:01.69 -02:00;2093810310636080@messenger.gw.msging.net;carnabelo@msging.net;ads-bot-carnaval-anuncio2;User
345051;2018-02-12 12:54:05.43 -02:00;carnabelo@msging.net;2093810310636080@messenger.gw.msging.net;Se você não sabe onde ir, posso te ajudar com isso.;Bot
345056;2018-02-12 12:54:13.70 -02:00;carnabelo@msging.net;1785045364859061@messenger.gw.msging.net;"Vem pra folia boa!!! 🎉  
Te espero lá..";Bot
345059;2018-02-12 12:54:15.40 -02:00;carnabelo@msging.net;1785045364859061@messenger.gw.msging.net;Quando estiver quase na hora te chamo por aqui para o Funk You.  👍;Bot
345063;2018-02-12 12:54:18.00 -02:00;carnabelo@msging.net;1411988248912972@messenger.gw.msging.net;O  Baianas Ozadas, já está na rua!!!;Bot
345065;2018-02-12 12:54:19.01 -02:00;carnabelo@msging.net;1411988248912972@messenger.gw.msging.net;Vem pra folia boa!!! 🎉;Bot
345068;2018-02-12 12:54:19.94 -02:00;2093810310636080@messenger.gw.msging.net;carnabelo@msging.net;tudo;User
345073;2018-02-12 12:54:21.19 -02:00;carnabelo@msging.net;2093810310636080@messenger.gw.msging.net;🎵 Que tiro foi esse que tá um arraso?!  😎;Bot
345076;2018-02-12 12:54:22.16 -02:00;carnabelo@msging.net;1801468236593974@messenger.gw.msging.net;A concentração do Abre que tô passanú vai ser na 👉 PRACA MARINO MENDES CAMPOS, 12  👈;Bot
345077;2018-02-12 12:54:22.22 -02:00;carnabelo@msging.net;2093810310636080@messenger.gw.msging.net;Dançar, Beber e Beijar! Folia boa, folia gostosa, folia marota... Isso é carnaval!! 🎭;Bot
345082;2018-02-12 12:54:25.88 -02:00;1785045364859061@messenger.gw.msging.net;carnabelo@msging.net;MenuHoje;User
345083;2018-02-12 12:54:26.32 -02:00;carnabelo@msging.net;2093810310636080@messenger.gw.msging.net;"Tenho essas opções para te ajudar a encontrar um bloquinho de carnaval⬇
";Bot
345087;2018-02-12 12:54:27.94 -02:00;carnabelo@msging.net;1785045364859061@messenger.gw.msging.net;  Tem carnaval hoje? Claro que tem. 😍 ;Bot
345092;2018-02-12 12:54:30.31 -02:00;carnabelo@msging.net;1871407202889853@messenger.gw.msging.net;A concentração do Corte Devassa vai ser na 👉 Rua Sapucaí com Assis Chateaubriand,   👈;Bot
345102;2018-02-12 12:54:47.55 -02:00;carnabelo@msging.net;1801468236593974@messenger.gw.msging.net;A concentração do Corte Devassa vai ser na 👉 Rua Sapucaí com Assis Chateaubriand,   👈;Bot
345103;2018-02-12 12:54:47.76 -02:00;1839323909452386@messenger.gw.msging.net;carnabelo@msging.net;📅 Agenda;User
345109;2018-02-12 12:54:57.58 -02:00;2093810310636080@messenger.gw.msging.net;carnabelo@msging.net;MenuHoje;User
345111;2018-02-12 12:54:59.32 -02:00;carnabelo@msging.net;2093810310636080@messenger.gw.msging.net;  Tem carnaval hoje? Claro que tem. 😍 ;Bot
345117;2018-02-12 12:55:26.61 -02:00;2048871548473202@messenger.gw.msging.net;carnabelo@msging.net;Outros blocos;User
345120;2018-02-12 12:55:35.22 -02:00;2048871548473202@messenger.gw.msging.net;carnabelo@msging.net;12/02/2018;User
345122;2018-02-12 12:55:36.71 -02:00;carnabelo@msging.net;2048871548473202@messenger.gw.msging.net;A cidade toda vai bombar!;Bot
345124;2018-02-12 12:55:37.74 -02:00;carnabelo@msging.net;2048871548473202@messenger.gw.msging.net;"Diz aí... qual bairro você quer curtir os blocos?👇  
";Bot
345129;2018-02-12 12:55:45.65 -02:00;carnabelo@msging.net;2048871548473202@messenger.gw.msging.net; Tem muita gente falando que vai passar no Centro neste carnaval ;Bot
345131;2018-02-12 12:55:46.66 -02:00;carnabelo@msging.net;2048871548473202@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
345138;2018-02-12 12:56:00.16 -02:00;carnabelo@msging.net;2093810310636080@messenger.gw.msging.net;"O bloco o Corte Devassa, começa em 64 minutos!!!

";Bot
345140;2018-02-12 12:56:01.16 -02:00;carnabelo@msging.net;2093810310636080@messenger.gw.msging.net; Vem pra folia boa!!! 🎉;Bot
345145;2018-02-12 12:56:11.13 -02:00;carnabelo@msging.net;2048871548473202@messenger.gw.msging.net; Tem muita gente falando que vai passar no Santa Efigênia neste carnaval ;Bot
345148;2018-02-12 12:56:12.12 -02:00;carnabelo@msging.net;2048871548473202@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
345151;2018-02-12 12:56:28.66 -02:00;1801468236593974@messenger.gw.msging.net;carnabelo@msging.net;eu vou;User
345153;2018-02-12 12:56:29.91 -02:00;carnabelo@msging.net;1620021698116044@messenger.gw.msging.net;  Tem carnaval hoje? Claro que tem. 😍 ;Bot
345187;2018-02-12 12:56:31.22 -02:00;2093810310636080@messenger.gw.msging.net;carnabelo@msging.net;Menu;User
345188;2018-02-12 12:56:31.67 -02:00;carnabelo@msging.net;1801468236593974@messenger.gw.msging.net;"O bloco o Corte Devassa, começa em 65 minutos!!!

";Bot
345191;2018-02-12 12:56:31.80 -02:00;1839323909452386@messenger.gw.msging.net;carnabelo@msging.net;MenuAgenda;User
345213;2018-02-12 12:56:32.67 -02:00;carnabelo@msging.net;1801468236593974@messenger.gw.msging.net; Vem pra folia boa!!! 🎉;Bot
345218;2018-02-12 12:56:42.55 -02:00;2093810310636080@messenger.gw.msging.net;carnabelo@msging.net;MenuAgenda;User
345221;2018-02-12 12:56:44.22 -02:00;1839323909452386@messenger.gw.msging.net;carnabelo@msging.net;12/02/2018;User
345223;2018-02-12 12:56:45.72 -02:00;carnabelo@msging.net;1839323909452386@messenger.gw.msging.net;A cidade toda vai bombar!;Bot
345226;2018-02-12 12:56:46.72 -02:00;carnabelo@msging.net;1839323909452386@messenger.gw.msging.net;"Diz aí... qual bairro você quer curtir os blocos?👇  
";Bot
345229;2018-02-12 12:56:54.49 -02:00;2093810310636080@messenger.gw.msging.net;carnabelo@msging.net;12/02/2018;User
345235;2018-02-12 12:56:56.02 -02:00;carnabelo@msging.net;2093810310636080@messenger.gw.msging.net;A cidade toda vai bombar!;Bot
345237;2018-02-12 12:56:56.10 -02:00;carnabelo@msging.net;1620021698116044@messenger.gw.msging.net;"Vem pra folia boa!!! 🎉  
Te espero lá..";Bot
345240;2018-02-12 12:56:57.04 -02:00;carnabelo@msging.net;2093810310636080@messenger.gw.msging.net;" Dê uma olhada em alguns bairros que vão ter blocos.👇 
";Bot
345241;2018-02-12 12:56:57.74 -02:00;carnabelo@msging.net;1620021698116044@messenger.gw.msging.net;Quando estiver quase na hora te chamo por aqui para o Funk You.  👍;Bot
345246;2018-02-12 12:57:00.61 -02:00;carnabelo@msging.net;1620021698116044@messenger.gw.msging.net;A concentração do Funk You vai ser na 👉 Avenida Brasil com Rua Carandaí,   👈;Bot
345254;2018-02-12 12:57:02.88 -02:00;carnabelo@msging.net;1839323909452386@messenger.gw.msging.net; Não tenho dúvidas que vai dar para curtir muito no Barreiro ;Bot
345256;2018-02-12 12:57:03.90 -02:00;carnabelo@msging.net;1839323909452386@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
345260;2018-02-12 12:57:13.05 -02:00;carnabelo@msging.net;2093810310636080@messenger.gw.msging.net; Tem muita gente falando que vai passar no Centro neste carnaval ;Bot
345262;2018-02-12 12:57:13.75 -02:00;1620021698116044@messenger.gw.msging.net;carnabelo@msging.net;Outros blocos;User
345264;2018-02-12 12:57:14.06 -02:00;carnabelo@msging.net;2093810310636080@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
345268;2018-02-12 12:57:20.46 -02:00;1620021698116044@messenger.gw.msging.net;carnabelo@msging.net;12/02/2018;User
345270;2018-02-12 12:57:21.84 -02:00;carnabelo@msging.net;1620021698116044@messenger.gw.msging.net;A cidade toda vai bombar!;Bot
345272;2018-02-12 12:57:22.84 -02:00;carnabelo@msging.net;1620021698116044@messenger.gw.msging.net;" Dê uma olhada em alguns bairros que vão ter blocos.👇 
";Bot
345277;2018-02-12 12:57:31.59 -02:00;carnabelo@msging.net;2093810310636080@messenger.gw.msging.net;O  Baianas Ozadas, já está na rua!!!;Bot
345279;2018-02-12 12:57:32.60 -02:00;carnabelo@msging.net;2093810310636080@messenger.gw.msging.net;Vem pra folia boa!!! 🎉;Bot
345321;2018-02-12 13:00:26.76 -02:00;carnabelo@msging.net;2002851516421466@messenger.gw.msging.net;A concentração do Trio Sem Frescuras da @bsurda vai ser na 👉 Avenida dos Andradas (em frente ao Parque Municipal),   👈;Bot
345327;2018-02-12 13:00:31.07 -02:00;carnabelo@msging.net;1542809559178961@messenger.gw.msging.net; Dê uma olhada nos blocos que vão sair ainda hoje. ;Bot
345332;2018-02-12 13:00:33.50 -02:00;carnabelo@msging.net;1242153709219386@messenger.gw.msging.net;A concentração do Corte Devassa vai ser na 👉 Rua Sapucaí com Assis Chateaubriand,   👈;Bot
345339;2018-02-12 13:00:46.61 -02:00;carnabelo@msging.net;1620021698116044@messenger.gw.msging.net;A concentração do Corte Devassa vai ser na 👉 Rua Sapucaí com Assis Chateaubriand,   👈;Bot
345344;2018-02-12 13:00:57.88 -02:00;1620021698116044@messenger.gw.msging.net;carnabelo@msging.net;Outros blocos;User
345347;2018-02-12 13:01:04.19 -02:00;1620021698116044@messenger.gw.msging.net;carnabelo@msging.net;12/02/2018;User
345349;2018-02-12 13:01:05.71 -02:00;carnabelo@msging.net;1620021698116044@messenger.gw.msging.net;A cidade toda vai bombar!;Bot
345351;2018-02-12 13:01:06.69 -02:00;carnabelo@msging.net;1620021698116044@messenger.gw.msging.net;" Dê uma olhada em alguns bairros que vão ter blocos.👇 
";Bot
345356;2018-02-12 13:01:14.90 -02:00;carnabelo@msging.net;1577555332363156@messenger.gw.msging.net; Dê uma olhada nos blocos que vão sair ainda hoje. ;Bot
345361;2018-02-12 13:01:16.43 -02:00;carnabelo@msging.net;1620021698116044@messenger.gw.msging.net;Parece que vai rolar muita coisa boa no Funcionários ;Bot
345363;2018-02-12 13:01:17.45 -02:00;carnabelo@msging.net;1620021698116044@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
345416;2018-02-12 13:01:38.47 -02:00;1767958763279497@messenger.gw.msging.net;carnabelo@msging.net;eu vou;User
345418;2018-02-12 13:01:41.10 -02:00;carnabelo@msging.net;1767958763279497@messenger.gw.msging.net;"Vem pra folia boa!!! 🎉  
Te espero lá..";Bot
345420;2018-02-12 13:01:42.47 -02:00;carnabelo@msging.net;1767958763279497@messenger.gw.msging.net;Quando estiver quase na hora te chamo por aqui para o .  👍;Bot
345426;2018-02-12 13:01:46.16 -02:00;carnabelo@msging.net;1577555332363156@messenger.gw.msging.net;O  Havayanas Usadas, já está na rua!!!;Bot
345427;2018-02-12 13:01:47.13 -02:00;carnabelo@msging.net;1577555332363156@messenger.gw.msging.net;Vem pra folia boa!!! 🎉;Bot
345437;2018-02-12 13:02:05.90 -02:00;carnabelo@msging.net;1577555332363156@messenger.gw.msging.net;"O bloco o Trio Sem Frescuras da @bsurda, começa em 57 minutos!!!

";Bot
345439;2018-02-12 13:02:06.92 -02:00;carnabelo@msging.net;1577555332363156@messenger.gw.msging.net; Vem pra folia boa!!! 🎉;Bot
345442;2018-02-12 13:02:15.05 -02:00;1837763936293590@messenger.gw.msging.net;carnabelo@msging.net;📅 Agenda;User
345444;2018-02-12 13:02:16.77 -02:00;carnabelo@msging.net;1837763936293590@messenger.gw.msging.net;E ai Marcio Rodrigues Ferreira Ferreira, o carnaval de BH já começou 🎉 🎭;Bot
345446;2018-02-12 13:02:20.03 -02:00;carnabelo@msging.net;1837763936293590@messenger.gw.msging.net;Se você não sabe onde ir, posso te ajudar com isso.;Bot
345449;2018-02-12 13:02:37.24 -02:00;1837763936293590@messenger.gw.msging.net;carnabelo@msging.net;dancar;User
345451;2018-02-12 13:02:38.50 -02:00;carnabelo@msging.net;1837763936293590@messenger.gw.msging.net;" 🎵   Só vem, só vem
";Bot
345453;2018-02-12 13:02:39.52 -02:00;carnabelo@msging.net;1837763936293590@messenger.gw.msging.net;Não existe época melhor para dançar e se divertir com sua família e amigos.;Bot
345457;2018-02-12 13:02:43.64 -02:00;carnabelo@msging.net;1837763936293590@messenger.gw.msging.net;"Tenho essas opções para te ajudar a encontrar um bloquinho de carnaval⬇
";Bot
345460;2018-02-12 13:02:56.51 -02:00;1837763936293590@messenger.gw.msging.net;carnabelo@msging.net;MenuHoje;User
345462;2018-02-12 13:02:58.31 -02:00;carnabelo@msging.net;1837763936293590@messenger.gw.msging.net;Isso ai!!! 😀 Não perca tempo, pq os blocos já estão saindo.  Corre que dá tempo!! 🎭  ;Bot
345468;2018-02-12 13:03:30.88 -02:00;carnabelo@msging.net;1943566789005413@messenger.gw.msging.net;  Tem carnaval hoje? Claro que tem. 😍 ;Bot
345478;2018-02-12 13:03:51.44 -02:00;carnabelo@msging.net;1619371378145611@messenger.gw.msging.net;A concentração do Funk You vai ser na 👉 Avenida Brasil com Rua Carandaí,   👈;Bot
345479;2018-02-12 13:03:52.25 -02:00;carnabelo@msging.net;1837763936293590@messenger.gw.msging.net;A concentração do Não Acredito Que Te Beijei vai ser na 👉 Avenida Sinfrônio Brochado, 245  👈;Bot
345487;2018-02-12 13:04:09.47 -02:00;1644303198997445@messenger.gw.msging.net;carnabelo@msging.net;📅 Agenda;User
345489;2018-02-12 13:04:11.36 -02:00;carnabelo@msging.net;1644303198997445@messenger.gw.msging.net;E ai Dayse Flaviana, o carnaval de BH já começou 🎉 🎭;Bot
345491;2018-02-12 13:04:14.67 -02:00;carnabelo@msging.net;1644303198997445@messenger.gw.msging.net;Se você não sabe onde ir, posso te ajudar com isso.;Bot
